Date,SAR,RSI,SMA
2024-12-20,45.5978079420335,43.02199061032272,45.57142857142857
2024-12-23,45.09824604845102,41.19609725232421,45.362142835344585
2024-12-24,44.63459659462019,45.55120861628917,45.22000013078962
2024-12-26,42.77999877929688,47.01729184758705,45.045000076293945
2024-12-27,42.815998840332036,45.39136332220381,44.87285723005022
