Date,SAR,RSI,SMA
2024-12-20,178.23400834592942,61.07044455837208,186.66785866873605
2024-12-23,180.20568806888008,63.63136201678563,188.30857304164343
2024-12-24,182.01963341399468,64.92701496200749,189.84285954066686
2024-12-26,183.6884631315001,64.1943848407982,191.47071729387557
2024-12-27,185.22378647160508,59.48789748351185,192.7242878505162
