,Date,Open,High,Low,Close
0,2024-10-30,102.86000061035156,103.43000030517578,102.37000274658203,102.9800033569336
1,2024-10-31,106.97000122070312,110.6500015258789,106.0,109.54000091552734
2,2024-11-01,109.51000213623047,110.01000213623047,106.68000030517578,107.83999633789062
3,2024-11-04,109.0,110.06999969482422,108.72000122070312,108.86000061035156
4,2024-11-05,109.19000244140625,110.0199966430664,108.58000183105469,109.20999908447266
5,2024-11-06,112.0,114.87000274658203,111.38999938964844,113.62999725341797
6,2024-11-07,113.91000366210938,113.98999786376953,111.86000061035156,112.4000015258789
7,2024-11-08,111.0999984741211,112.0,110.55999755859375,111.58999633789062
8,2024-11-11,111.5199966430664,112.75,110.94999694824219,112.05000305175781
9,2024-11-12,112.45999908447266,112.83000183105469,110.47000122070312,110.63999938964844
10,2024-11-13,110.41999816894531,112.45999908447266,109.5,111.81999969482422
11,2024-11-14,112.58999633789062,113.0199966430664,111.3499984741211,112.91999816894531
12,2024-11-15,112.68000030517578,114.06999969482422,111.87999725341797,112.31999969482422
13,2024-11-18,113.38999938964844,114.45999908447266,112.75,113.76000213623047
14,2024-11-19,112.62000274658203,114.13999938964844,112.25,113.08999633789062
15,2024-11-20,112.9000015258789,113.98999786376953,112.63999938964844,113.43000030517578
16,2024-11-21,114.2699966430664,115.37999725341797,111.5,111.9000015258789
17,2024-11-22,112.16999816894531,112.7300033569336,111.12999725341797,111.75
18,2024-11-25,111.9000015258789,111.95999908447266,105.54000091552734,106.0999984741211
19,2024-11-26,106.62000274658203,107.3499984741211,104.9000015258789,106.77999877929688
20,2024-11-27,107.36000061035156,108.98999786376953,107.11000061035156,107.38999938964844
21,2024-11-29,107.75,108.5199966430664,107.36000061035156,108.33999633789062
22,2024-12-02,108.33999633789062,108.73999786376953,105.54000091552734,106.13999938964844
23,2024-12-03,107.02999877929688,107.66999816894531,105.70999908447266,106.05000305175781
24,2024-12-04,105.94000244140625,106.11000061035156,102.83000183105469,103.51000213623047
25,2024-12-05,105.08000183105469,105.87000274658203,104.01000213623047,104.44000244140625
26,2024-12-06,104.44999694824219,104.58999633789062,102.4000015258789,103.22000122070312
27,2024-12-09,104.22000122070312,105.05000305175781,102.87999725341797,103.16000366210938
28,2024-12-10,103.62999725341797,104.13999938964844,102.0999984741211,102.36000061035156
29,2024-12-11,102.36000061035156,102.72000122070312,101.69000244140625,102.19000244140625
30,2024-12-12,102.37999725341797,102.62000274658203,100.87000274658203,100.91000366210938
31,2024-12-13,101.05000305175781,102.26000213623047,100.58000183105469,101.0199966430664
32,2024-12-16,101.12999725341797,101.48999786376953,99.43000030517578,99.56999969482422
33,2024-12-17,98.7699966430664,99.26000213623047,96.75,98.26000213623047
34,2024-12-18,98.0,98.51000213623047,95.75,95.8499984741211
35,2024-12-19,96.98999786376953,96.98999786376953,95.0999984741211,95.18000030517578
36,2024-12-20,94.76000213623047,96.37999725341797,94.2300033569336,95.12000274658203
37,2024-12-23,95.43000030517578,96.87999725341797,94.58000183105469,96.37999725341797
38,2024-12-24,96.5,97.19000244140625,95.8499984741211,97.11000061035156
39,2024-12-26,97.12999725341797,97.1500015258789,96.23999786376953,96.88999938964844
40,2024-12-27,97.0,97.9800033569336,96.47000122070312,96.91999816894531
