,Date,Open,High,Low,Close
0,2024-10-30,172.97999572753906,176.52999877929688,172.50999450683594,174.63999938964844
1,2024-10-31,172.0,173.6199951171875,170.42999267578125,171.77999877929688
2,2024-11-01,172.75999450683594,175.27000427246094,171.58999633789062,171.6999969482422
3,2024-11-04,172.3000030517578,174.67999267578125,171.4499969482422,171.75999450683594
4,2024-11-05,172.36000061035156,175.47000122070312,171.77000427246094,175.25999450683594
5,2024-11-06,181.5,182.05999755859375,178.5,180.75999450683594
6,2024-11-07,181.02000427246094,181.02000427246094,176.77000427246094,178.85000610351562
7,2024-11-08,179.64999389648438,186.4199981689453,179.4499969482422,184.80999755859375
8,2024-11-11,186.6300048828125,187.47000122070312,183.6999969482422,184.55999755859375
9,2024-11-12,185.07000732421875,185.6999969482422,180.58999633789062,182.63999938964844
10,2024-11-13,182.9499969482422,186.3000030517578,182.75999450683594,183.55999755859375
11,2024-11-14,183.0,183.8000030517578,177.49000549316406,178.39999389648438
12,2024-11-15,176.75,177.9199981689453,175.88999938964844,176.92999267578125
13,2024-11-18,177.0,178.57000732421875,175.1300048828125,177.52000427246094
14,2024-11-19,176.5,177.8800048828125,175.6999969482422,177.55999755859375
15,2024-11-20,178.10000610351562,178.5399932861328,176.0,177.97999572753906
16,2024-11-21,178.41000366210938,180.94000244140625,177.33999633789062,178.6999969482422
17,2024-11-22,179.3000030517578,181.74000549316406,178.77999877929688,181.14999389648438
18,2024-11-25,182.24000549316406,183.6999969482422,179.5500030517578,180.2100067138672
19,2024-11-26,180.8699951171875,184.92999267578125,180.4199981689453,184.60000610351562
20,2024-11-27,184.63999938964844,184.69000244140625,180.44000244140625,180.60000610351562
21,2024-11-29,181.4499969482422,182.97000122070312,181.1300048828125,182.16000366210938
22,2024-12-02,180.8000030517578,181.63999938964844,179.4199981689453,180.44000244140625
23,2024-12-03,181.0,182.24000549316406,179.91000366210938,180.72000122070312
24,2024-12-04,180.5,182.89999389648438,178.0,182.64999389648438
25,2024-12-05,180.3300018310547,180.77000427246094,172.7100067138672,172.91000366210938
26,2024-12-06,173.3000030517578,175.8300018310547,172.44000244140625,175.5800018310547
27,2024-12-09,175.0,176.3699951171875,170.77000427246094,171.32000732421875
28,2024-12-10,171.00999450683594,173.16000366210938,170.61000061035156,171.27000427246094
29,2024-12-11,173.1699981689453,173.1699981689453,167.92999267578125,168.63999938964844
30,2024-12-12,168.63999938964844,169.27999877929688,164.4499969482422,164.8300018310547
31,2024-12-13,165.64999389648438,167.8699951171875,165.5399932861328,166.00999450683594
32,2024-12-16,166.32000732421875,169.1999969482422,165.4499969482422,165.7899932861328
33,2024-12-17,165.8000030517578,166.50999450683594,163.52999877929688,165.8000030517578
34,2024-12-18,166.0,166.6300048828125,159.60000610351562,159.9499969482422
35,2024-12-19,163.02999877929688,165.77000427246094,162.17999267578125,164.8000030517578
36,2024-12-20,163.97000122070312,169.0800018310547,163.16000366210938,168.3699951171875
37,2024-12-23,168.1199951171875,169.3300018310547,166.5500030517578,169.02000427246094
38,2024-12-24,169.24000549316406,171.49000549316406,168.85000610351562,171.49000549316406
39,2024-12-26,171.02000427246094,172.6699981689453,170.1300048828125,172.14999389648438
40,2024-12-27,170.72000122070312,171.47000122070312,168.97999572753906,170.0800018310547
