,Date,Open,High,Low,Close
0,2024-10-30,913.4000244140625,917.5999755859375,908.3699951171875,910.219970703125
1,2024-10-31,885.3599853515625,925.0,885.3599853515625,908.0800170898438
2,2024-11-01,914.0,916.3099975585938,887.280029296875,888.2999877929688
3,2024-11-04,888.0,898.1900024414062,887.1500244140625,895.9199829101562
4,2024-11-05,894.4000244140625,909.4600219726562,888.9000244140625,908.989990234375
5,2024-11-06,895.0,895.8900146484375,869.5,890.8200073242188
6,2024-11-07,898.6400146484375,909.4600219726562,891.1900024414062,907.739990234375
7,2024-11-08,916.1599731445312,927.8200073242188,912.77001953125,921.0599975585938
8,2024-11-11,921.0599975585938,927.5399780273438,911.6699829101562,913.5
9,2024-11-12,915.3599853515625,916.6799926757812,901.52001953125,903.02001953125
10,2024-11-13,901.3900146484375,910.0,900.52001953125,901.1500244140625
11,2024-11-14,905.530029296875,905.9199829101562,893.9400024414062,898.1199951171875
12,2024-11-15,889.47998046875,903.6199951171875,885.97998046875,897.3699951171875
13,2024-11-18,891.0,910.3900146484375,891.0,909.47998046875
14,2024-11-19,911.0,927.989990234375,905.02001953125,923.0
15,2024-11-20,916.2999877929688,923.0599975585938,914.52001953125,918.9400024414062
16,2024-11-21,914.0,930.1500244140625,913.760009765625,923.5999755859375
17,2024-11-22,928.7000122070312,937.3200073242188,922.7100219726562,936.3699951171875
18,2024-11-25,940.0,976.3499755859375,938.5499877929688,974.3499755859375
19,2024-11-26,974.0,982.6900024414062,961.3599853515625,978.260009765625
20,2024-11-27,986.0,994.030029296875,978.22998046875,979.0999755859375
21,2024-11-29,983.8400268554688,991.9299926757812,980.030029296875,981.47998046875
22,2024-12-02,971.1799926757812,973.0900268554688,956.3099975585938,964.8400268554688
23,2024-12-03,961.9099731445312,967.5999755859375,958.989990234375,963.6500244140625
24,2024-12-04,963.6500244140625,969.489990234375,959.0,965.6400146484375
25,2024-12-05,956.1500244140625,975.969970703125,953.739990234375,973.7999877929688
26,2024-12-06,981.8900146484375,986.6799926757812,971.1199951171875,985.0
27,2024-12-09,985.77001953125,989.8400268554688,962.0800170898438,968.97998046875
28,2024-12-10,973.530029296875,973.530029296875,951.25,961.719970703125
29,2024-12-11,965.510009765625,975.9199829101562,962.1400146484375,973.5700073242188
30,2024-12-12,977.219970703125,986.5,972.72998046875,975.2999877929688
31,2024-12-13,970.1500244140625,982.97998046875,963.0399780273438,965.0
32,2024-12-16,965.0,972.02001953125,955.5,957.97998046875
33,2024-12-17,954.27001953125,971.4299926757812,945.4500122070312,960.8400268554688
34,2024-12-18,954.1799926757812,963.3400268554688,925.6400146484375,926.3800048828125
35,2024-12-19,925.010009765625,938.9600219726562,920.4000244140625,921.5700073242188
36,2024-12-20,922.6199951171875,936.469970703125,919.2899780273438,927.219970703125
37,2024-12-23,932.3300170898438,942.27001953125,923.010009765625,939.5900268554688
38,2024-12-24,939.5900268554688,950.010009765625,937.7000122070312,950.010009765625
39,2024-12-26,949.27001953125,952.22998046875,943.0,948.3900146484375
40,2024-12-27,939.9000244140625,950.1699829101562,939.510009765625,942.6599731445312
