,Date,Open,High,Low,Close
0,2024-10-30,2892.2099609375,2892.2099609375,2827.1298828125,2858.530029296875
1,2024-10-31,2821.260009765625,2821.260009765625,2746.75,2779.909912109375
2,2024-11-01,2791.18994140625,2804.679931640625,2747.0,2747.0
3,2024-11-04,2749.2099609375,2764.18994140625,2718.639892578125,2728.419921875
4,2024-11-05,2744.550048828125,2756.1201171875,2708.820068359375,2723.77001953125
5,2024-11-06,2613.860107421875,2676.780029296875,2592.02001953125,2659.469970703125
6,2024-11-07,2674.68994140625,2729.590087890625,2640.8798828125,2718.280029296875
7,2024-11-08,2703.659912109375,2719.570068359375,2662.0,2695.260009765625
8,2024-11-11,2597.889892578125,2615.9599609375,2500.39990234375,2538.139892578125
9,2024-11-12,2501.719970703125,2518.669921875,2463.75,2496.739990234375
10,2024-11-13,2517.2900390625,2531.7900390625,2461.429931640625,2462.06005859375
11,2024-11-14,2431.360107421875,2504.64990234375,2431.360107421875,2489.699951171875
12,2024-11-15,2503.780029296875,2530.010009765625,2475.909912109375,2480.14990234375
13,2024-11-18,2539.56005859375,2609.699951171875,2539.56005859375,2582.820068359375
14,2024-11-19,2610.8798828125,2629.4599609375,2578.64990234375,2627.669921875
15,2024-11-20,2624.1201171875,2644.419921875,2617.340087890625,2631.909912109375
16,2024-11-21,2655.300048828125,2673.2099609375,2626.090087890625,2672.22998046875
17,2024-11-22,2691.639892578125,2701.159912109375,2669.739990234375,2687.2900390625
18,2024-11-25,2605.0400390625,2611.02001953125,2583.050048828125,2601.6298828125
19,2024-11-26,2609.300048828125,2628.6201171875,2594.06005859375,2625.340087890625
20,2024-11-27,2642.320068359375,2667.840087890625,2630.22998046875,2634.4599609375
21,2024-11-29,2646.0400390625,2674.1201171875,2629.18994140625,2647.080078125
22,2024-12-02,2632.93994140625,2635.39990234375,2597.429931640625,2604.22998046875
23,2024-12-03,2623.300048828125,2703.320068359375,2623.300048828125,2686.35009765625
24,2024-12-04,2682.510009765625,2715.550048828125,2680.090087890625,2688.080078125
25,2024-12-05,2682.5,2707.989990234375,2654.0400390625,2676.18994140625
26,2024-12-06,2673.0,2673.0,2628.830078125,2637.360107421875
27,2024-12-09,2701.72998046875,2773.64990234375,2701.72998046875,2723.179931640625
28,2024-12-10,2747.25,2767.989990234375,2712.530029296875,2732.409912109375
29,2024-12-11,2750.22998046875,2824.52001953125,2749.719970703125,2823.070068359375
30,2024-12-12,2769.530029296875,2773.719970703125,2724.22998046875,2724.22998046875
31,2024-12-13,2700.570068359375,2704.7900390625,2635.590087890625,2660.429931640625
32,2024-12-16,2660.969970703125,2663.530029296875,2632.659912109375,2646.68994140625
33,2024-12-17,2611.72998046875,2644.489990234375,2601.68994140625,2636.840087890625
34,2024-12-18,2623.360107421875,2645.949951171875,2542.909912109375,2549.320068359375
35,2024-12-19,2548.949951171875,2570.280029296875,2514.89990234375,2530.449951171875
36,2024-12-20,2536.60009765625,2586.659912109375,2532.10009765625,2557.10009765625
37,2024-12-23,2550.199951171875,2562.8701171875,2529.5,2556.27001953125
38,2024-12-24,2563.969970703125,2563.969970703125,2538.179931640625,2557.22998046875
39,2024-12-27,2534.89990234375,2561.47998046875,2520.110107421875,2559.27001953125
