,Date,Open,High,Low,Close
0,2024-10-30,167.0,167.63999938964844,166.0800018310547,166.2100067138672
1,2024-10-31,166.10000610351562,167.5,165.80999755859375,166.0800018310547
2,2024-11-01,166.08999633789062,166.25,165.2100067138672,165.58999633789062
3,2024-11-04,165.58999633789062,166.64999389648438,165.19000244140625,166.33999633789062
4,2024-11-05,165.9499969482422,167.9600067138672,165.6699981689453,167.85000610351562
5,2024-11-06,167.3699951171875,167.41000366210938,163.60000610351562,164.7100067138672
6,2024-11-07,164.5,164.89999389648438,163.47000122070312,164.0
7,2024-11-08,163.83999633789062,165.82000732421875,163.64999389648438,165.11000061035156
8,2024-11-11,164.41000366210938,166.14999389648438,163.97999572753906,164.25999450683594
9,2024-11-12,164.08999633789062,165.0,163.14999389648438,164.33999633789062
10,2024-11-13,163.49000549316406,164.8000030517578,162.3699951171875,164.74000549316406
11,2024-11-14,164.74000549316406,166.88999938964844,163.8300018310547,165.14999389648438
12,2024-11-15,164.3800048828125,164.3800048828125,158.0500030517578,158.6199951171875
13,2024-11-18,159.41000366210938,159.85000610351562,157.75999450683594,158.3300018310547
14,2024-11-19,157.75,157.8699951171875,155.85000610351562,156.72000122070312
15,2024-11-20,156.4499969482422,159.11000061035156,156.1999969482422,158.74000549316406
16,2024-11-21,158.38999938964844,160.5,157.9499969482422,160.33999633789062
17,2024-11-22,160.89999389648438,162.05999755859375,159.88999938964844,162.0
18,2024-11-25,162.6999969482422,163.58999633789062,162.0,163.0500030517578
19,2024-11-26,163.27000427246094,163.67999267578125,161.89999389648438,162.16000366210938
20,2024-11-27,161.94000244140625,165.1300048828125,161.67999267578125,162.72000122070312
21,2024-11-29,161.42999267578125,163.58999633789062,160.9499969482422,163.4499969482422
22,2024-12-02,163.32000732421875,163.64999389648438,161.75999450683594,163.0500030517578
23,2024-12-03,162.83999633789062,163.0500030517578,161.4199981689453,161.6999969482422
24,2024-12-04,160.60000610351562,161.02999877929688,159.41000366210938,160.17999267578125
25,2024-12-05,160.92999267578125,161.00999450683594,158.8300018310547,160.49000549316406
26,2024-12-06,159.35000610351562,160.8000030517578,157.69000244140625,157.7899932861328
27,2024-12-09,157.91000366210938,161.5,157.13999938964844,159.47000122070312
28,2024-12-10,159.0,160.4199981689453,157.35000610351562,159.83999633789062
29,2024-12-11,160.2100067138672,160.50999450683594,156.25999450683594,156.77000427246094
30,2024-12-12,159.08999633789062,159.39999389648438,157.97000122070312,158.89999389648438
31,2024-12-13,157.52999877929688,159.57000732421875,157.05999755859375,157.97000122070312
32,2024-12-16,157.85000610351562,158.82000732421875,155.8800048828125,156.02000427246094
33,2024-12-17,155.74000549316406,158.5,155.24000549316406,156.13999938964844
34,2024-12-18,155.02999877929688,155.8300018310547,154.11000061035156,154.42999267578125
35,2024-12-19,153.08999633789062,154.0800018310547,151.41000366210938,151.47000122070312
36,2024-12-20,150.86000061035156,153.49000549316406,150.50999450683594,152.7899932861328
37,2024-12-23,152.41000366210938,152.41000366210938,149.7100067138672,151.2899932861328
38,2024-12-24,150.5,152.8300018310547,150.41000366210938,152.80999755859375
39,2024-12-26,152.52999877929688,153.17999267578125,152.24000549316406,152.44000244140625
40,2024-12-27,151.2899932861328,153.47000122070312,151.25999450683594,152.88999938964844
