,Date,Open,High,Low,Close
0,2024-10-30,81.5999984741211,81.83000183105469,81.30000305175781,81.38999938964844
1,2024-10-31,81.29000091552734,82.44000244140625,81.22000122070312,81.94999694824219
2,2024-11-01,82.52999877929688,82.52999877929688,81.54000091552734,82.19000244140625
3,2024-11-04,82.19999694824219,82.91000366210938,82.0,82.44999694824219
4,2024-11-05,82.68000030517578,83.7699966430664,82.51000213623047,83.68000030517578
5,2024-11-06,85.13999938964844,85.54000091552734,82.05999755859375,83.44000244140625
6,2024-11-07,83.72000122070312,84.38999938964844,83.41999816894531,83.8499984741211
7,2024-11-08,84.27999877929688,85.41999816894531,84.2300033569336,84.83000183105469
8,2024-11-11,84.94999694824219,85.41000366210938,84.12000274658203,84.20999908447266
9,2024-11-12,84.5,85.52999877929688,84.5,84.98999786376953
10,2024-11-13,84.98999786376953,85.79000091552734,84.7699966430664,85.5
11,2024-11-14,85.02999877929688,85.76000213623047,84.33999633789062,84.47000122070312
12,2024-11-15,84.52999877929688,84.77999877929688,83.94000244140625,84.25
13,2024-11-18,84.81999969482422,84.8499984741211,83.66000366210938,84.08000183105469
14,2024-11-19,86.2300033569336,88.29000091552734,85.91000366210938,86.5999984741211
15,2024-11-20,86.5999984741211,87.19999694824219,85.91000366210938,87.18000030517578
16,2024-11-21,87.44999694824219,88.63999938964844,86.93000030517578,88.38999938964844
17,2024-11-22,89.41000366210938,90.91000366210938,88.93000030517578,90.44000244140625
18,2024-11-25,90.5,90.94999694824219,89.05999755859375,89.5
19,2024-11-26,89.88999938964844,91.87999725341797,89.83999633789062,91.30999755859375
20,2024-11-27,92.0,92.25,91.30999755859375,91.87999725341797
21,2024-11-29,92.26000213623047,92.63999938964844,91.81999969482422,92.5
22,2024-12-02,92.81999969482422,92.98999786376953,91.94999694824219,92.63999938964844
23,2024-12-03,92.77999877929688,93.58999633789062,92.26000213623047,93.51000213623047
24,2024-12-04,93.44999694824219,94.5199966430664,93.05000305175781,94.44999694824219
25,2024-12-05,94.88999938964844,95.5999984741211,94.33999633789062,95.30000305175781
26,2024-12-06,95.54000091552734,96.18000030517578,95.33000183105469,95.69999694824219
27,2024-12-09,95.66000366210938,95.94000244140625,93.5999984741211,93.83000183105469
28,2024-12-10,94.05000305175781,95.23999786376953,93.7699966430664,94.55000305175781
29,2024-12-11,94.54000091552734,95.69000244140625,94.5,94.95999908447266
30,2024-12-12,95.68000030517578,95.72000122070312,94.08999633789062,94.08999633789062
31,2024-12-13,93.80000305175781,94.68000030517578,93.04000091552734,94.25
32,2024-12-16,94.41999816894531,95.70999908447266,94.0999984741211,94.87000274658203
33,2024-12-17,95.13999938964844,95.48999786376953,94.31999969482422,95.41999816894531
34,2024-12-18,95.33999633789062,95.9000015258789,93.12999725341797,93.55000305175781
35,2024-12-19,94.4800033569336,94.56999969482422,93.36000061035156,93.4000015258789
36,2024-12-20,93.01000213623047,93.75,91.62999725341797,92.23999786376953
37,2024-12-23,91.5,91.5,88.91000366210938,90.3499984741211
38,2024-12-24,90.37000274658203,92.68000030517578,90.3499984741211,92.68000030517578
39,2024-12-26,92.54000091552734,92.87999725341797,92.16999816894531,92.79000091552734
40,2024-12-27,92.12999725341797,92.3499984741211,91.02999877929688,91.66000366210938
