,Date,Open,High,Low,Close
0,2024-10-30,122.33999633789062,122.80999755859375,121.75,121.86000061035156
1,2024-10-31,121.30000305175781,122.08999633789062,120.58000183105469,120.98999786376953
2,2024-11-01,121.5,121.62000274658203,118.73999786376953,118.75
3,2024-11-04,119.06999969482422,119.62999725341797,117.83000183105469,118.0
4,2024-11-05,118.48999786376953,119.0999984741211,117.69999694824219,118.9800033569336
5,2024-11-06,122.55000305175781,122.86000061035156,120.26000213623047,121.58999633789062
6,2024-11-07,122.0,122.25,119.95999908447266,120.08000183105469
7,2024-11-08,120.94999694824219,124.22000122070312,120.9000015258789,123.55000305175781
8,2024-11-11,124.08000183105469,125.54000091552734,124.0199966430664,124.55999755859375
9,2024-11-12,124.88999938964844,125.27999877929688,122.30000305175781,123.37000274658203
10,2024-11-13,123.37999725341797,123.94999694824219,122.95999908447266,123.75
11,2024-11-14,123.19999694824219,123.5,117.55999755859375,118.91999816894531
12,2024-11-15,118.1500015258789,118.8499984741211,117.12999725341797,118.52999877929688
13,2024-11-18,118.37000274658203,119.72000122070312,118.37000274658203,119.38999938964844
14,2024-11-19,121.23999786376953,121.3499984741211,118.5,118.95999908447266
15,2024-11-20,118.8499984741211,119.27999877929688,117.66999816894531,119.1500015258789
16,2024-11-21,119.5999984741211,120.87999725341797,118.86000061035156,120.52999877929688
17,2024-11-22,120.72000122070312,121.87999725341797,120.5,120.7699966430664
18,2024-11-25,120.36000061035156,121.0,118.0199966430664,118.6500015258789
19,2024-11-26,118.87000274658203,121.04000091552734,118.58999633789062,120.61000061035156
20,2024-11-27,121.04000091552734,121.75,120.33000183105469,120.33999633789062
21,2024-11-29,120.68000030517578,121.87000274658203,120.66000366210938,121.83000183105469
22,2024-12-02,121.83000183105469,121.98999786376953,118.54000091552734,118.68000030517578
23,2024-12-03,119.0199966430664,119.44999694824219,117.88999938964844,118.0999984741211
24,2024-12-04,117.76000213623047,119.37000274658203,117.5,119.2300033569336
25,2024-12-05,118.80000305175781,119.01000213623047,117.69000244140625,118.5199966430664
26,2024-12-06,118.0199966430664,118.3499984741211,117.4000015258789,117.98999786376953
27,2024-12-09,117.3499984741211,117.8499984741211,114.22000122070312,116.58000183105469
28,2024-12-10,116.5999984741211,118.22000122070312,116.0,117.61000061035156
29,2024-12-11,117.83999633789062,117.9800033569336,116.30000305175781,116.94000244140625
30,2024-12-12,116.94000244140625,117.25,115.62000274658203,116.05000305175781
31,2024-12-13,116.26000213623047,117.93000030517578,115.97000122070312,117.75
32,2024-12-16,117.43000030517578,118.3499984741211,116.80000305175781,118.11000061035156
33,2024-12-17,117.69000244140625,118.12999725341797,117.0,117.41999816894531
34,2024-12-18,116.86000061035156,117.44999694824219,114.37000274658203,114.44999694824219
35,2024-12-19,115.69999694824219,117.25,115.25,115.45999908447266
36,2024-12-20,114.94000244140625,116.77999877929688,114.5999984741211,116.4800033569336
37,2024-12-23,116.19000244140625,116.88999938964844,115.79000091552734,116.62999725341797
38,2024-12-24,115.94999694824219,116.95999908447266,115.87999725341797,116.83000183105469
39,2024-12-26,116.7699966430664,117.62000274658203,116.38999938964844,117.04000091552734
40,2024-12-27,116.2699966430664,117.52999877929688,115.83999633789062,116.70999908447266
